doc,A_sent_id,A_speaker,A_text,A_sound_url,A_tokens,A_pos_tags,B_sent_id,B_speaker,B_text,B_sound_url,B_tokens,B_pos_tags,B_token_count,B_has_verbal_bc,B_all_in_lexicon,first_token_form,first_token_lemma,first_token_upos,first_token_deprel,backchannel_type,A_is_question,A_continues,warnings,keep?
Gos138,Gos138.s59,Dm-posl-04530,"Ingolstadt , Nemčija .",https://nl.ijs.si/project/gos20/Gos138/Gos138.s59.mp3,Ingolstadt Nemčija,PROPN PROPN,Gos138.s60,Sf-mode-04529,kako ?,https://nl.ijs.si/project/gos20/Gos138/Gos138.s60.mp3,kako,ADV,1,0,1,kako,kako,ADV,root,surprise,0,1,a_continues,
Gos138,Gos138.s61,Dm-posl-04530,Ingolstadt .,https://nl.ijs.si/project/gos20/Gos138/Gos138.s61.mp3,Ingolstadt,PROPN,Gos138.s62,Sf-mode-04529,"ja , naprej , [name:personal] .",https://nl.ijs.si/project/gos20/Gos138/Gos138.s62.mp3,ja naprej [name:personal],PART ADV PROPN,3,0,0,ja,ja,PART,discourse,responsive,0,0,not_all_in_lexicon,
Gos138,Gos138.s65,Dm-posl-04530,"Ibadan , Nigerija .",https://nl.ijs.si/project/gos20/Gos138/Gos138.s65.mp3,Ibadan Nigerija,PROPN PROPN,Gos138.s66,Sf-mode-04529,"dobro , vidim , da ste se pripravili , [name:personal] , naprej , [name:personal] .",https://nl.ijs.si/project/gos20/Gos138/Gos138.s66.mp3,dobro vidim da ste se pripravili [name:personal] naprej [name:personal],ADJ VERB SCONJ AUX PRON VERB PROPN ADV PROPN,9,0,0,dobro,dober,ADJ,discourse,responsive,0,0,not_all_in_lexicon,
Gos138,Gos138.s73,Sf-mode-04529,Išim .,https://nl.ijs.si/project/gos20/Gos138/Gos138.s73.mp3,Išim,PROPN,Gos138.s74,Mm-posl-04531,ja .,https://nl.ijs.si/project/gos20/Gos138/Gos138.s74.mp3,ja,PART,1,0,1,ja,ja,PART,root,responsive,0,1,a_continues,
Gos138,Gos138.s91,Sf-mode-04529,"Ila , Nigerija .",https://nl.ijs.si/project/gos20/Gos138/Gos138.s91.mp3,Ila Nigerija,PROPN PROPN,Gos138.s92,Mm-posl-04531,ja .,https://nl.ijs.si/project/gos20/Gos138/Gos138.s92.mp3,ja,PART,1,0,1,ja,ja,PART,root,responsive,0,1,a_continues,
Gos138,Gos138.s92,Mm-posl-04531,ja .,https://nl.ijs.si/project/gos20/Gos138/Gos138.s92.mp3,ja,PART,Gos138.s93,Sf-mode-04529,"ja , je , Ila se na- , eee , nahaja v mestu Nigerija , v mestu Nigerija v za- , zahodnem delu , aha , ja , ja , gre za mesto , tako da kar naprej , izvolite , [name:personal] .",https://nl.ijs.si/project/gos20/Gos138/Gos138.s93.mp3,ja je Ila se na- eee nahaja v mestu Nigerija v mestu Nigerija v za- zahodnem delu aha ja ja gre za mesto tako da kar naprej izvolite [name:personal],PART VERB PROPN PRON X INTJ VERB ADP NOUN PROPN ADP NOUN PROPN ADP X ADJ NOUN INTJ PART PART VERB ADP NOUN CCONJ SCONJ ADV ADV VERB PROPN,29,0,0,ja,ja,PART,discourse,responsive,0,0,not_all_in_lexicon,
Gos138,Gos138.s96,Dm-posl-04530,pičko materino .,https://nl.ijs.si/project/gos20/Gos138/Gos138.s96.mp3,pičko materino,NOUN ADJ,Gos138.s97,Sf-mode-04529,kako ?,https://nl.ijs.si/project/gos20/Gos138/Gos138.s97.mp3,kako,ADV,1,0,1,kako,kako,ADV,root,surprise,0,0,ok,
Gos138,Gos138.s100,Sf-mode-04529,i a si ste rekli .,https://nl.ijs.si/project/gos20/Gos138/Gos138.s100.mp3,i a si ste rekli,NOUN NOUN PROPN AUX VERB,Gos138.s101,Dm-posl-04530,ja .,https://nl.ijs.si/project/gos20/Gos138/Gos138.s101.mp3,ja,PART,1,0,1,ja,ja,PART,root,responsive,0,1,a_continues,
Gos138,Gos138.s101,Dm-posl-04530,ja .,https://nl.ijs.si/project/gos20/Gos138/Gos138.s101.mp3,ja,PART,Gos138.s102,Sf-mode-04529,"ja , Romunija , je tako , naprej , [name:personal] .",https://nl.ijs.si/project/gos20/Gos138/Gos138.s102.mp3,ja Romunija je tako naprej [name:personal],PART PROPN VERB ADV ADV PROPN,6,0,0,ja,ja,PART,discourse,responsive,0,0,not_all_in_lexicon,
Gos138,Gos138.s108,Dm-posl-04530,Izlake .,https://nl.ijs.si/project/gos20/Gos138/Gos138.s108.mp3,Izlake,PROPN,Gos138.s109,Sf-mode-04529,"ha , bravo , ste šli še malček domov , ja , Izlake , naprej , [name:personal] .",https://nl.ijs.si/project/gos20/Gos138/Gos138.s109.mp3,ha bravo ste šli še malček domov ja Izlake naprej [name:personal],INTJ INTJ AUX VERB PART ADV ADV PART PROPN ADV PROPN,11,0,0,ha,ha,INTJ,discourse,surprise,0,0,not_all_in_lexicon,
Gos139,Gos139.s178,Am-novi-10501,"smo takšni mali , mlajši bili , pa smo tu nekaj letali , pa so ta stari oča tam krave pasli , te so venak že bolj takšni malo puklavi , kakor če bi bili , pa so gučali , ka naša [name:personal] nazium hodi .",https://nl.ijs.si/project/gos20/Gos139/Gos139.s178.mp3,smo takšni mali mlajši bili pa smo tu nekaj letali pa so ta stari oča tam krave pasli te so venak že bolj takšni malo puklavi kakor če bi bili pa so gučali ka naša [name:personal] nazium hodi,AUX DET ADJ ADJ AUX CCONJ AUX ADV DET VERB CCONJ AUX DET ADJ NOUN ADV NOUN VERB ADV AUX ADV PART ADV DET DET ADJ SCONJ SCONJ AUX VERB CCONJ AUX VERB SCONJ DET PROPN NOUN VERB,Gos139.s179,If-inte-10503,"ja , mhm .",https://nl.ijs.si/project/gos20/Gos139/Gos139.s179.mp3,ja mhm,PART INTJ,2,0,1,ja,ja,PART,root,responsive,0,1,a_continues,
Gos140,Gos140.s13,Am-novi-10501,"ta človek se tako pisal , ka to fi .",https://nl.ijs.si/project/gos20/Gos140/Gos140.s13.mp3,ta človek se tako pisal ka to fi,DET NOUN PRON ADV VERB X DET NOUN,Gos140.s14,Bf-inte-10502,ne [name:surname] .,https://nl.ijs.si/project/gos20/Gos140/Gos140.s14.mp3,ne [name:surname],PART PROPN,2,0,0,ne,ne,PART,discourse,surprise,0,0,not_all_in_lexicon,
Gos142,Gos142.s163,Bf-gost-02045,na mail .,https://nl.ijs.si/project/gos20/Gos142/Gos142.s163.mp3,na mail,ADP NOUN,Gos142.s164,Am-novi-02044,aha .,https://nl.ijs.si/project/gos20/Gos142/Gos142.s164.mp3,aha,INTJ,1,0,1,aha,aha,INTJ,root,responsive,0,1,a_continues,
Gos143,Gos143.s117,Am-novi-02044,"tako , [name:personal] in [name:personal] sta povedala , kako delate , kako nekako začnete z ustvarjanjem , ampak potem , ko je treba to spraviti na oder , pa najbrž kar potrebno vaditi , ne ?",https://nl.ijs.si/project/gos20/Gos143/Gos143.s117.mp3,tako [name:personal] in [name:personal] sta povedala kako delate kako nekako začnete z ustvarjanjem ampak potem ko je treba to spraviti na oder pa najbrž kar potrebno vaditi ne,ADV PROPN CCONJ PROPN AUX VERB ADV VERB ADV ADV VERB ADP NOUN CCONJ ADV SCONJ VERB ADV DET VERB ADP NOUN CCONJ PART ADV ADJ VERB PART,Gos143.s118,Cm-inte-02100,"ja , saj vadimo kar redno , ne , k- , ja , kakor se dobivamo , ne .",https://nl.ijs.si/project/gos20/Gos143/Gos143.s118.mp3,ja saj vadimo kar redno ne k- ja kakor se dobivamo ne,PART CCONJ VERB ADV ADV PART X PART SCONJ PRON VERB PART,12,0,0,ja,ja,PART,discourse,responsive,1,0,a_is_question; not_all_in_lexicon,
Gos143,Gos143.s118,Cm-inte-02100,"ja , saj vadimo kar redno , ne , k- , ja , kakor se dobivamo , ne .",https://nl.ijs.si/project/gos20/Gos143/Gos143.s118.mp3,ja saj vadimo kar redno ne k- ja kakor se dobivamo ne,PART CCONJ VERB ADV ADV PART X PART SCONJ PRON VERB PART,Gos143.s119,Bm-inte-02099,"ja , kar redno se dobivamo , eee , vadimo pa tudi skoraj tako redno , kot se dobivamo .",https://nl.ijs.si/project/gos20/Gos143/Gos143.s119.mp3,ja kar redno se dobivamo eee vadimo pa tudi skoraj tako redno kot se dobivamo,PART ADV ADV PRON VERB INTJ VERB CCONJ PART PART ADV ADV SCONJ PRON VERB,15,0,0,ja,ja,PART,discourse,responsive,0,0,not_all_in_lexicon,
Gos143,Gos143.s120,Am-novi-02044,"sicer imate najbrž na spletni strani napisano , kdaj in kje se vas da ujeti v živo , ne ?",https://nl.ijs.si/project/gos20/Gos143/Gos143.s120.mp3,sicer imate najbrž na spletni strani napisano kdaj in kje se vas da ujeti v živo ne,PART VERB PART ADP ADJ NOUN ADJ ADV CCONJ ADV PRON PRON VERB VERB ADP ADV PART,Gos143.s121,Cm-inte-02100,"ja , zdaj smo to končno malo aktualizirali oziroma smo pos- , malo postavili na noge tole internetno stran , ne .",https://nl.ijs.si/project/gos20/Gos143/Gos143.s121.mp3,ja zdaj smo to končno malo aktualizirali oziroma smo pos- malo postavili na noge tole internetno stran ne,PART ADV AUX DET ADV DET VERB CCONJ AUX X DET VERB ADP NOUN DET ADJ NOUN PART,18,0,0,ja,ja,PART,discourse,responsive,1,0,a_is_question; not_all_in_lexicon,
Gos144,Gos144.s288,Bm-mode-01016,"v povprečju moško telo nar- di dvajset do trideset procentov več kot , eee , testosterona kot žensko , ampak , eee , p- , igra pomembno vlogo v zdravju tako moškega tudi , eee , žensk .",https://nl.ijs.si/project/gos20/Gos144/Gos144.s288.mp3,v povprečju moško telo nar- di dvajset do trideset procentov več kot eee testosterona kot žensko ampak eee p- igra pomembno vlogo v zdravju tako moškega tudi eee žensk,ADP NOUN ADJ NOUN X X NUM ADP NUM NOUN DET SCONJ INTJ NOUN SCONJ ADJ CCONJ INTJ X VERB ADJ NOUN ADP NOUN ADV NOUN PART INTJ NOUN,Gos144.s289,Dm-mode-01017,ja .,https://nl.ijs.si/project/gos20/Gos144/Gos144.s289.mp3,ja,PART,1,0,1,ja,ja,PART,root,responsive,0,1,a_continues,
Gos144,Gos144.s290,Bm-mode-01016,zakaj pa ?,https://nl.ijs.si/project/gos20/Gos144/Gos144.s290.mp3,zakaj pa,ADV CCONJ,Gos144.s291,Dm-mode-01017,no .,https://nl.ijs.si/project/gos20/Gos144/Gos144.s291.mp3,no,PART,1,0,1,no,no,PART,root,surprise,1,1,a_is_question; a_continues,
Gos144,Gos144.s297,Bm-mode-01016,builderji pa z njim običajno pretiravajo .,https://nl.ijs.si/project/gos20/Gos144/Gos144.s297.mp3,builderji pa z njim običajno pretiravajo,NOUN CCONJ ADP PRON ADV VERB,Gos144.s298,Dm-mode-01017,res .,https://nl.ijs.si/project/gos20/Gos144/Gos144.s298.mp3,res,ADV,1,0,1,res,res,ADV,root,responsive,0,0,ok,
Gos145,Gos145.s206,Dm-mode-01017,"no , to je že fajn visoko , ne .",https://nl.ijs.si/project/gos20/Gos145/Gos145.s206.mp3,no to je že fajn visoko ne,PART DET AUX PART ADV ADJ PART,Gos145.s207,Ef-mode-01018,mhm .,https://nl.ijs.si/project/gos20/Gos145/Gos145.s207.mp3,mhm,INTJ,1,0,1,mhm,mhm,INTJ,root,continuer,0,0,ok,
Gos145,Gos145.s207,Ef-mode-01018,mhm .,https://nl.ijs.si/project/gos20/Gos145/Gos145.s207.mp3,mhm,INTJ,Gos145.s208,Mm-posl-01032,"ja , petsto sedemindvajset .",https://nl.ijs.si/project/gos20/Gos145/Gos145.s208.mp3,ja petsto sedemindvajset,PART NUM NUM,3,0,0,ja,ja,PART,discourse,responsive,0,0,not_all_in_lexicon,
Gos145,Gos145.s208,Mm-posl-01032,"ja , petsto sedemindvajset .",https://nl.ijs.si/project/gos20/Gos145/Gos145.s208.mp3,ja petsto sedemindvajset,PART NUM NUM,Gos145.s209,Dm-mode-01017,"aha , pet- , resno ?",https://nl.ijs.si/project/gos20/Gos145/Gos145.s209.mp3,aha pet- resno,INTJ X ADV,3,0,0,aha,aha,INTJ,discourse,responsive,0,1,not_all_in_lexicon; a_continues,
Gos145,Gos145.s210,Mm-posl-01032,natančen podatek .,https://nl.ijs.si/project/gos20/Gos145/Gos145.s210.mp3,natančen podatek,ADJ NOUN,Gos145.s211,Dm-mode-01017,"no , pol pa še zemljepisno dolžino in širino povej , če",https://nl.ijs.si/project/gos20/Gos145/Gos145.s211.mp3,no pol pa še zemljepisno dolžino in širino povej če,PART DET CCONJ PART ADJ NOUN CCONJ NOUN VERB SCONJ,10,0,0,no,no,PART,discourse,surprise,0,1,not_all_in_lexicon; a_continues,
Gos145,Gos145.s213,Dm-mode-01017,"vsaj ne iz glave , ne ?",https://nl.ijs.si/project/gos20/Gos145/Gos145.s213.mp3,vsaj ne iz glave ne,PART PART ADP NOUN PART,Gos145.s214,Mm-posl-01032,ne .,https://nl.ijs.si/project/gos20/Gos145/Gos145.s214.mp3,ne,PART,1,0,1,ne,ne,PART,root,surprise,1,1,a_is_question; a_continues,
Gos145,Gos145.s214,Mm-posl-01032,ne .,https://nl.ijs.si/project/gos20/Gos145/Gos145.s214.mp3,ne,PART,Gos145.s215,Dm-mode-01017,"okej , [name:personal] , vidim , da , eee , si ljubitelj informacij in podatkov .",https://nl.ijs.si/project/gos20/Gos145/Gos145.s215.mp3,okej [name:personal] vidim da eee si ljubitelj informacij in podatkov,ADV PROPN VERB SCONJ INTJ AUX NOUN NOUN CCONJ NOUN,10,0,0,okej,okej,ADV,discourse,responsive,0,1,not_all_in_lexicon; a_continues,
Gos145,Gos145.s218,Dm-mode-01017,in zato ti verjetno v premiernem hitrem kvizu ne bo težko ?,https://nl.ijs.si/project/gos20/Gos145/Gos145.s218.mp3,in zato ti verjetno v premiernem hitrem kvizu ne bo težko,CCONJ ADV PRON ADV ADP ADJ ADJ NOUN PART VERB ADV,Gos145.s219,Mm-posl-01032,ja .,https://nl.ijs.si/project/gos20/Gos145/Gos145.s219.mp3,ja,PART,1,0,1,ja,ja,PART,root,responsive,1,1,a_is_question; a_continues,
Gos145,Gos145.s222,Dm-mode-01017,zmenjeno .,https://nl.ijs.si/project/gos20/Gos145/Gos145.s222.mp3,zmenjeno,ADJ,Gos145.s223,Mm-posl-01032,v redu .,https://nl.ijs.si/project/gos20/Gos145/Gos145.s223.mp3,v redu,ADP NOUN,2,0,1,v,v,ADP,case,multiword_starter,0,1,a_continues,
Gos145,Gos145.s225,Dm-mode-01017,"glavni lik je bil policaj , zdaj pa je župan kot v Mariboru , še , m- , ime mu je Frenk , drži ali ne drži ?",https://nl.ijs.si/project/gos20/Gos145/Gos145.s225.mp3,glavni lik je bil policaj zdaj pa je župan kot v Mariboru še m- ime mu je Frenk drži ali ne drži,ADJ NOUN AUX AUX NOUN ADV CCONJ AUX NOUN SCONJ ADP PROPN PART X NOUN PRON AUX PROPN VERB CCONJ PART VERB,Gos145.s226,Mm-posl-01032,ne .,https://nl.ijs.si/project/gos20/Gos145/Gos145.s226.mp3,ne,PART,1,0,1,ne,ne,PART,root,surprise,1,1,a_is_question; a_continues,
Gos145,Gos145.s228,Dm-mode-01017,da ali ne ?,https://nl.ijs.si/project/gos20/Gos145/Gos145.s228.mp3,da ali ne,PART CCONJ PART,Gos145.s229,Mm-posl-01032,ne .,https://nl.ijs.si/project/gos20/Gos145/Gos145.s229.mp3,ne,PART,1,0,1,ne,ne,PART,root,surprise,1,1,a_is_question; a_continues,
Gos145,Gos145.s232,Dm-mode-01017,"v filmu za eno od metod mučenja uporabljajo priznane hite Damjana Murka , da ali ne ?",https://nl.ijs.si/project/gos20/Gos145/Gos145.s232.mp3,v filmu za eno od metod mučenja uporabljajo priznane hite Damjana Murka da ali ne,ADP NOUN ADP NUM ADP NOUN NOUN VERB ADJ NOUN PROPN PROPN PART CCONJ PART,Gos145.s233,Mm-posl-01032,ne .,https://nl.ijs.si/project/gos20/Gos145/Gos145.s233.mp3,ne,PART,1,0,1,ne,ne,PART,root,surprise,1,1,a_is_question; a_continues,
Gos146,Gos146.s143,Dm-mode-01017,čisto zares .,https://nl.ijs.si/project/gos20/Gos146/Gos146.s143.mp3,čisto zares,ADV ADV,Gos146.s144,Ef-mode-01018,super .,https://nl.ijs.si/project/gos20/Gos146/Gos146.s144.mp3,super,ADV,1,0,1,super,super,ADV,root,responsive,0,1,a_continues,
Gos146,Gos146.s152,Dm-mode-01017,"ob Baracku Oma- , Obami že omenjenem , ne , ki ga je omenil [name:personal] , še Napoleon Bonaparte , recimo .",https://nl.ijs.si/project/gos20/Gos146/Gos146.s152.mp3,ob Baracku Oma- Obami že omenjenem ne ki ga je omenil [name:personal] še Napoleon Bonaparte recimo,ADP PROPN X PROPN PART ADJ PART SCONJ PRON AUX VERB PROPN PART PROPN PROPN VERB,Gos146.s153,Ef-mode-01018,mmm .,https://nl.ijs.si/project/gos20/Gos146/Gos146.s153.mp3,mmm,INTJ,1,0,1,mmm,mmm,INTJ,root,continuer,0,1,a_continues,
Gos152,Gos152.s137,Zf-mode-01014,"stoprocentno , sploh pa , eee , tale [name:personal] bo zna popestriti , kar se da .",https://nl.ijs.si/project/gos20/Gos152/Gos152.s137.mp3,stoprocentno sploh pa eee tale [name:personal] bo zna popestriti kar se da,ADV PART CCONJ INTJ DET PROPN AUX VERB VERB ADV PRON VERB,Gos152.s138,Tf-mode-01013,"ja , mogoče .",https://nl.ijs.si/project/gos20/Gos152/Gos152.s138.mp3,ja mogoče,PART ADV,2,0,0,ja,ja,PART,discourse,responsive,0,0,not_all_in_lexicon,
Gos152,Gos152.s140,Zf-mode-01014,verjetno ima kakšne take sočne za s sabo .,https://nl.ijs.si/project/gos20/Gos152/Gos152.s140.mp3,verjetno ima kakšne take sočne za s sabo,ADV VERB DET DET ADJ ADP ADP PRON,Gos152.s141,Tf-mode-01013,aja .,https://nl.ijs.si/project/gos20/Gos152/Gos152.s141.mp3,aja,INTJ,1,0,1,aja,aja,INTJ,root,responsive,0,0,ok,
Gos156,Gos156.s18,Jm-gost-08504,"ideja , ja , to je bila pa , eee , to sta pa , eee začetnika , ko sta bila , ko sta ustanovila ta bend .",https://nl.ijs.si/project/gos20/Gos156/Gos156.s18.mp3,ideja ja to je bila pa eee to sta pa eee začetnika ko sta bila ko sta ustanovila ta bend,NOUN PART DET AUX AUX CCONJ INTJ DET AUX CCONJ INTJ NOUN SCONJ AUX VERB SCONJ AUX VERB DET NOUN,Gos156.s19,Rm-mode-08503,"mhm , aha .",https://nl.ijs.si/project/gos20/Gos156/Gos156.s19.mp3,mhm aha,INTJ INTJ,2,0,1,mhm,mhm,INTJ,root,continuer,0,1,a_continues,
Gos156,Gos156.s21,Rm-mode-08503,[name:personal] pa [name:personal] .,https://nl.ijs.si/project/gos20/Gos156/Gos156.s21.mp3,[name:personal] pa [name:personal],PROPN CCONJ PROPN,Gos156.s22,Jm-gost-08504,ja .,https://nl.ijs.si/project/gos20/Gos156/Gos156.s22.mp3,ja,PART,1,0,1,ja,ja,PART,root,responsive,0,1,a_continues,
Gos156,Gos156.s25,Rm-mode-08503,"onadva sta iz Logarske doline , ti si pa tu naš , kleni Pohorec zelenega Pohorja .",https://nl.ijs.si/project/gos20/Gos156/Gos156.s25.mp3,onadva sta iz Logarske doline ti si pa tu naš kleni Pohorec zelenega Pohorja,PRON VERB ADP ADJ NOUN PRON AUX CCONJ ADV DET ADJ PROPN ADJ PROPN,Gos156.s26,Jm-gost-08504,"ja , jaz sem pa tu v vznožju Pohorja , zelenega Pohorja .",https://nl.ijs.si/project/gos20/Gos156/Gos156.s26.mp3,ja jaz sem pa tu v vznožju Pohorja zelenega Pohorja,PART PRON VERB CCONJ ADV ADP NOUN PROPN ADJ PROPN,10,0,0,ja,ja,PART,discourse,responsive,0,1,not_all_in_lexicon; a_continues,
Gos156,Gos156.s26,Jm-gost-08504,"ja , jaz sem pa tu v vznožju Pohorja , zelenega Pohorja .",https://nl.ijs.si/project/gos20/Gos156/Gos156.s26.mp3,ja jaz sem pa tu v vznožju Pohorja zelenega Pohorja,PART PRON VERB CCONJ ADV ADP NOUN PROPN ADJ PROPN,Gos156.s27,Rm-mode-08503,"dobro , saj zdaj vznožje , ali če je to dvesto , tristo , petsto metrov nadmorske višine , to ne bo šel zdaj nobeden preverjat v naših koncih , ne .",https://nl.ijs.si/project/gos20/Gos156/Gos156.s27.mp3,dobro saj zdaj vznožje ali če je to dvesto tristo petsto metrov nadmorske višine to ne bo šel zdaj nobeden preverjat v naših koncih ne,ADV CCONJ ADV NOUN CCONJ SCONJ AUX DET NUM NUM NUM NOUN ADJ NOUN DET PART AUX VERB ADV PRON VERB ADP DET NOUN PART,25,0,0,dobro,dobro,ADV,discourse,responsive,0,0,not_all_in_lexicon,
Gos157,Gos157.s133,Am-novi-02048,"ne , mislim , mis- , ona gospa je bila res bizarna in ta , ki je s tičem okoli hodil , je bil tudi .",https://nl.ijs.si/project/gos20/Gos157/Gos157.s133.mp3,ne mislim mis- ona gospa je bila res bizarna in ta ki je s tičem okoli hodil je bil tudi,PART VERB X DET NOUN AUX AUX ADV ADJ CCONJ DET SCONJ AUX ADP NOUN ADV VERB AUX VERB PART,Gos157.s134,Cf-gost-00510,"aja , ja .",https://nl.ijs.si/project/gos20/Gos157/Gos157.s134.mp3,aja ja,INTJ PART,2,0,1,aja,aja,INTJ,root,responsive,0,0,ok,
Gos157,Gos157.s138,Cf-gost-00510,"čakaj , kdo je bil zdaj v tej zgodbi , eee , vnet , [name:personal] ali kako , ti si bil vnet ali kaj , aha .",https://nl.ijs.si/project/gos20/Gos157/Gos157.s138.mp3,čakaj kdo je bil zdaj v tej zgodbi eee vnet [name:personal] ali kako ti si bil vnet ali kaj aha,VERB PRON AUX AUX ADV ADP DET NOUN INTJ ADJ PROPN CCONJ ADV PRON AUX AUX ADJ CCONJ PRON INTJ,Gos157.s139,Am-novi-02048,kaj ?,https://nl.ijs.si/project/gos20/Gos157/Gos157.s139.mp3,kaj,PRON,1,0,1,kaj,kaj,PRON,root,surprise,0,0,ok,
Gos157,Gos157.s139,Am-novi-02048,kaj ?,https://nl.ijs.si/project/gos20/Gos157/Gos157.s139.mp3,kaj,PRON,Gos157.s140,Bm-novi-02049,ja .,https://nl.ijs.si/project/gos20/Gos157/Gos157.s140.mp3,ja,PART,1,0,1,ja,ja,PART,root,responsive,1,1,a_is_question; a_continues,
Gos157,Gos157.s140,Bm-novi-02049,ja .,https://nl.ijs.si/project/gos20/Gos157/Gos157.s140.mp3,ja,PART,Gos157.s141,Am-novi-02048,"kaj sem bil v- , vnet , jaz sem bil vnet , ja .",https://nl.ijs.si/project/gos20/Gos157/Gos157.s141.mp3,kaj sem bil v- vnet jaz sem bil vnet ja,ADV AUX AUX X ADJ PRON AUX AUX ADJ PART,10,0,0,kaj,kaj,ADV,root,surprise,0,0,not_all_in_lexicon,
Gos157,Gos157.s143,Bm-novi-02049,sem bral .,https://nl.ijs.si/project/gos20/Gos157/Gos157.s143.mp3,sem bral,AUX VERB,Gos157.s144,Am-novi-02048,"no , in daj mi povej , a je , eee , kako , a ka- , kako je bilo delati , kako je delati na majhni , nikak- , torej , eee , zelo majhni televiziji , no ?",https://nl.ijs.si/project/gos20/Gos157/Gos157.s144.mp3,no in daj mi povej a je eee kako a ka- kako je bilo delati kako je delati na majhni nikak- torej eee zelo majhni televiziji no,PART CCONJ VERB PRON VERB ADV VERB INTJ ADV ADV X ADV AUX VERB VERB ADV VERB VERB ADP ADJ X CCONJ INTJ ADV ADJ NOUN PART,27,0,0,no,no,PART,discourse,surprise,0,0,not_all_in_lexicon,
Gos157,Gos157.s144,Am-novi-02048,"no , in daj mi povej , a je , eee , kako , a ka- , kako je bilo delati , kako je delati na majhni , nikak- , torej , eee , zelo majhni televiziji , no ?",https://nl.ijs.si/project/gos20/Gos157/Gos157.s144.mp3,no in daj mi povej a je eee kako a ka- kako je bilo delati kako je delati na majhni nikak- torej eee zelo majhni televiziji no,PART CCONJ VERB PRON VERB ADV VERB INTJ ADV ADV X ADV AUX VERB VERB ADV VERB VERB ADP ADJ X CCONJ INTJ ADV ADJ NOUN PART,Gos157.s147,Cf-gost-00510,"ja , no , saj veš sam , kako je z začetki , ne , začneš z majhnim , ne .",https://nl.ijs.si/project/gos20/Gos157/Gos157.s147.mp3,ja no saj veš sam kako je z začetki ne začneš z majhnim ne,PART PART CCONJ VERB ADJ ADV VERB ADP NOUN PART VERB ADP ADJ PART,14,0,0,ja,ja,PART,discourse,responsive,1,0,a_is_question; not_all_in_lexicon,
Gos157,Gos157.s151,Am-novi-02048,"aha , aha , ja , ja , ja , ja , ja .",https://nl.ijs.si/project/gos20/Gos157/Gos157.s151.mp3,aha aha ja ja ja ja ja,INTJ INTJ PART PART PART PART PART,Gos157.s152,Bm-novi-02049,ohohoho .,https://nl.ijs.si/project/gos20/Gos157/Gos157.s152.mp3,ohohoho,INTJ,1,0,1,ohohoho,ohohoho,INTJ,root,surprise,0,1,a_continues,
Gos157,Gos157.s155,Bm-novi-02049,ali pa je skozi minus .,https://nl.ijs.si/project/gos20/Gos157/Gos157.s155.mp3,ali pa je skozi minus,CCONJ CCONJ AUX ADV NOUN,Gos157.s157,Am-novi-02048,"ja , ja , ja , je res .",https://nl.ijs.si/project/gos20/Gos157/Gos157.s157.mp3,ja ja ja je res,PART PART PART VERB ADV,5,0,0,ja,ja,PART,discourse,responsive,0,1,not_all_in_lexicon; a_continues,
Gos157,Gos157.s157,Am-novi-02048,"ja , ja , ja , je res .",https://nl.ijs.si/project/gos20/Gos157/Gos157.s157.mp3,ja ja ja je res,PART PART PART VERB ADV,Gos157.s158,Bm-novi-02049,dobro .,https://nl.ijs.si/project/gos20/Gos157/Gos157.s158.mp3,dobro,ADV,1,0,1,dobro,dobro,ADV,root,responsive,0,1,a_continues,
